CIRCUIT,DISTRICT,OFFICE,DOCKET,ORIGIN,FILEDATE,FDATEUSE,JURIS,NOS,TITL,SECTION,SUBSECT,RESIDENC,JURY,CLASSACT,DEMANDED,FILEJUDG,FILEMAG,COUNTY,ARBIT,MDLDOCK,PLT,DEF,TRANSDAT,TRANSOFF,TRANSDOC,TRANSORG,TERMDATE,TDATEUSE,TRCLACT,TERMJUDG,TERMMAG,PROCPROG,DISP,NOJ,AMTREC,JUDGMENT,DJOINED,PRETRIAL,TRIBEGAN,TRIALEND,TRMARB,PROSE,IFP,STATUSCD,TAPEYEAR,yr_term,yr_file,new,CASENAME,MAGISINV,OTHERINV,fjc_ID,CDD_ID,cases_tot_yr,cases_tot_typ_yr,cases_pct_tot_yr,cases_tot_yr_term,NOS_t,DISP_t,DEF_typ_old,PLT_typ_old,PLT_typ,DEF_typ
5,42,7,2000074,1,2020-03-20,2020-03-01,US govt plaintiff,893,42,6901,RS,-8,N,-8,0,NA,NA,48135,-8,-8,UNITED STATES OF AMERICA,"ECTOR DRUM, INC., ET AL",NA,-8,-8,-8,2020-05-08,2020-05-01,-8,NA,NA,2,5,0,0,3,NA,NA,NA,NA,-8,0,-8,L,2020,2020,2020,1,NA,NA,NA,5-42-2000074-2020-03-20-1,5-42-2000074,495317,488,0.099,276486,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
8,61,1,1801076,1,2018-12-14,2018-12-01,US govt plaintiff,893,42,7413,-8,-8,N,-8,0,NA,NA,05003,-8,-8,"UNITED STATES OF  AMERI, ET AL","GEORGIA-PACIFIC CHEMICA, ET AL",NA,-8,-8,-8,2020-06-05,2020-06-01,-8,NA,NA,6,5,0,0,1,08/02/2019,NA,NA,NA,-8,0,-8,L,2020,2020,2018,1,NA,NA,NA,8-61-1801076-2018-12-14-1,8-61-1801076,278681,1496,0.537,276486,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
9,71,4,1600431,1,2016-01-25,2016-01-01,federal question,893,33,1365,-8,-8,N,-8,0,NA,NA,06001,-8,-8,FRIENDS OF OUTLET CREEK,"GRIST CREEK AGGREGATES, LLC",NA,-8,-8,-8,2020-01-06,2020-01-01,-8,NA,NA,5,12,0,0,0,03/21/2016,04/29/2016,NA,NA,-8,0,-8,L,2020,2020,2016,1,NA,NA,NA,9-71-1600431-2016-01-25-1,9-71-1600431,294173,1832,0.623,276486,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,BIZ,NGO,NGO,BIZ
7,54,3,2100339,1,2021-03-30,2021-03-01,US govt plaintiff,893,42,6901,EN,-8,N,-8,0,NA,NA,17163,-8,-8,"USA, ET AL","XTRA INTERMODAL, INC., ET AL",NA,-8,-8,-8,2021-06-07,2021-06-01,-8,NA,NA,1,5,0,0,3,NA,NA,NA,NA,-8,0,-8,L,2021,2021,2021,1,NA,NA,NA,7-54-2100339-2021-03-30-1,7-54-2100339,328186,448,0.137,260709,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
7,55,1,2100086,1,2021-03-01,2021-03-01,US govt plaintiff,893,42,7413,-8,-8,N,-8,0,NA,NA,18003,-8,-8,"UNITED STATES OF AMERIC, ET AL","STEEL DYNAMICS, INC.",NA,-8,-8,-8,2021-06-11,2021-06-01,-8,NA,NA,2,5,0,0,1,NA,NA,NA,NA,-8,0,-8,L,2021,2021,2021,1,NA,NA,NA,7-55-2100086-2021-03-01-1,7-55-2100086,328186,448,0.137,260709,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
9,71,3,2009205,1,2020-12-18,2020-12-01,federal question,893,33,1319,CW,-8,P,-8,0,NA,NA,06013,-8,-8,EDEN ENVIRONMENTAL CITIZEN'S G,MIDWEST COMPOSITE TECHNOLOGIES,NA,-8,-8,-8,2021-03-12,2021-03-01,-8,NA,NA,1,12,0,0,0,NA,NA,NA,NA,-8,0,-8,L,2021,2021,2020,1,NA,NA,NA,9-71-2009205-2020-12-18-1,9-71-2009205,495317,488,0.099,260709,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,BIZ,Unknown,NGO,BIZ
9,79,2,2000648,1,2020-04-20,2020-04-01,US govt defendant,893,16,1600,-8,-8,N,-8,0,NA,NA,41013,-8,-8,"CENTRAL OREGON LANDWATC, ET AL","KOVARIK, ET AL",NA,-8,-8,-8,2021-06-14,2021-06-01,-8,NA,NA,3,13,0,0,0,06/22/2020,NA,NA,NA,-8,0,-8,L,2021,2021,2020,1,NA,NA,NA,9-79-2000648-2020-04-20-1,9-79-2000648,495317,488,0.099,260709,ENVIRONMENTAL MATTERS,Settled,FED,NGO,NGO,FED
11,26,5,1500209,1,2015-02-04,2015-02-01,federal question,893,42,9601,-8,-8,N,-8,3400,NA,NA,01073,-8,-8,BPA SITE PRP GROUP,"INVERSIONES BELLRIM SA, ET AL",NA,-8,-8,-8,2021-08-05,2021-08-01,-8,NA,NA,10,14,0,0,0,06/30/2017,NA,NA,NA,-8,0,-8,L,2021,2021,2015,1,NA,NA,NA,11-26-1500209-2015-02-04-1,11-26-1500209,281925,898,0.319,260709,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),Unknown,BIZ,BIZ,BIZ
0,90,1,2100097,1,2021-01-12,2021-01-01,US govt defendant,893,33,1365,-8,-8,N,-8,0,NA,NA,11001,-8,-8,"AMERICAN RIVERS, ET AL","ENVIRONMENTAL PROTECTIO, ET AL",NA,-8,-8,-8,2021-11-19,2021-11-01,-8,NA,NA,1,12,0,0,0,NA,NA,NA,NA,-8,0,-8,L,2022,2021,2021,1,NA,NA,NA,0-90-2100097-2021-01-12-1,0-90-2100097,328186,448,0.137,260709,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,NGO,NGO,FED
9,71,4,2108086,1,2021-10-15,2021-10-01,federal question,893,33,1319,CW,-8,P,-8,0,NA,NA,06097,-8,-8,EDEN ENVIRONMENTAL CITIZEN'S G,SHASTA BEVERAGES INC.,NA,-8,-8,-8,2022-02-10,2022-02-01,-8,NA,NA,1,12,0,0,0,NA,NA,NA,NA,-8,0,-8,L,2022,2022,2021,1,NA,NA,NA,9-71-2108086-2021-10-15-1,9-71-2108086,328186,448,0.137,318762,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,BIZ,Unknown,NGO,BIZ
9,77,2,2000028,1,2020-07-10,2020-07-01,federal question,893,33,1365,-8,-8,D,-8,0,NA,NA,30031,-8,-8,"COTTONWOOD ENVIRONMENTA, ET AL","EDWARDS, ET AL",NA,-8,-8,-8,2022-05-09,2022-05-01,-8,NA,NA,7,7,0,0,2,03/09/2022,10/28/2020,NA,04/27/2022,-8,0,-8,L,2022,2022,2020,1,NA,NA,NA,9-77-2000028-2020-07-10-1,9-77-2000028,495317,488,0.099,318762,ENVIRONMENTAL MATTERS,Judgement Issued,Unknown,BIZ,NGO,IND
9,77,4,2000059,1,2020-07-14,2020-07-01,US govt defendant,893,42,4321,-8,-8,N,-8,0,NA,NA,88888,-8,-8,"BOLD ALLIANCE, ET AL","U.S. DEPARTMENT OF THE , ET AL",NA,-8,-8,-8,2022-04-04,2022-04-01,-8,NA,NA,10,13,0,0,0,09/17/2020,11/18/2020,NA,NA,-8,0,-8,L,2022,2022,2020,1,NA,NA,NA,9-77-2000059-2020-07-14-1,9-77-2000059,495317,488,0.099,318762,ENVIRONMENTAL MATTERS,Settled,FED,NGO,NGO,FED
9,79,1,1900516,1,2019-04-09,2019-04-01,US govt defendant,893,05,0551,-8,-8,N,-8,0,NA,NA,41035,-8,-8,"CONCERNED FRIENDS OF TH, ET AL","MCKAY, ET AL",NA,-8,-8,-8,2022-07-05,2022-07-01,-8,NA,NA,4,6,0,0,2,09/06/2019,NA,NA,NA,-8,0,-8,L,2022,2022,2019,1,NA,NA,NA,9-79-1900516-2019-04-09-1,9-79-1900516,296537,539,0.182,318762,ENVIRONMENTAL MATTERS,Judgement Issued,FED,BIZ,NGO,FED
9,71,3,2204704,1,2022-08-16,2022-08-01,federal question,893,33,1319,PV,-8,N,-8,0,NA,NA,06001,-8,-8,THE CALIFORNIA SPORTFISHING PR,CLOVER FLAT LAND FILL INC.,NA,-8,-8,-8,2023-04-14,2023-04-01,-8,NA,NA,1,18,0,0,0,NA,NA,NA,NA,-8,0,-8,L,2023,2023,2022,1,NA,NA,NA,9-71-2204704-2022-08-16-1,9-71-2204704,266080,415,0.156,296508,ENVIRONMENTAL MATTERS,Unknown,BIZ,NGO,NGO,BIZ
9,78,3,2100508,1,2021-12-09,2021-12-01,federal question,893,42,4321,-8,-8,N,-8,0,NA,NA,32003,-8,-8,"WILDEARTH GUARDIANS, ET AL","U.S. DEPARTMENT OF AGRI, ET AL",NA,-8,-8,-8,2023-08-28,2023-08-01,-8,NA,NA,4,6,0,0,2,03/04/2022,NA,NA,NA,-8,0,-8,L,2023,2023,2021,1,NA,NA,NA,9-78-2100508-2021-12-09-1,9-78-2100508,328186,448,0.137,296508,ENVIRONMENTAL MATTERS,Judgement Issued,FED,NGO,NGO,FED
10,84,1,2200796,1,2022-10-25,2022-10-01,federal question,893,16,1538,-8,-8,N,-8,0,NA,NA,88888,-8,-8,CENTER FOR BIOLOGICAL DIVERSIT,"U.S. FISH AND WILDLIFE , ET AL",NA,-8,-8,-8,2022-11-30,2022-11-01,-8,NA,NA,1,12,0,0,0,NA,NA,NA,NA,-8,0,-8,L,2023,2022,2022,1,NA,NA,NA,10-84-2200796-2022-10-25-1,10-84-2200796,266080,415,0.156,318762,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,NGO,NGO,FED
2,06,1,1900134,1,2019-02-01,2019-02-01,US govt defendant,893,42,9607,-8,-8,D,-8,0,NA,NA,36001,M,-8,BASF CORPORATION,"CURIA GLOBAL, INC., ET AL",NA,-8,-8,-8,2023-11-22,2023-11-01,-8,NA,NA,5,13,0,0,0,03/29/2021,06/04/2020,NA,NA,-8,0,-8,L,2024,2023,2019,1,NA,NA,NA,2-06-1900134-2019-02-01-1,2-06-1900134,296537,539,0.182,296508,ENVIRONMENTAL MATTERS,Settled,FED,BIZ,BIZ,BIZ
2,06,6,1601523,1,2016-12-22,2016-12-01,federal question,893,42,9601,-8,-8,D,-8,3700,NA,NA,36065,M,-8,"ELG UTICA ALLOYS, INC.","NIAGARA MOHAWK POWER CO, ET AL",NA,-8,-8,-8,2023-10-02,2023-10-01,-8,NA,NA,10,17,0,0,2,11/25/2019,04/13/2017,NA,NA,-8,0,-8,L,2024,2023,2016,1,NA,NA,NA,2-06-1601523-2016-12-22-1,2-06-1601523,294173,1832,0.623,296508,ENVIRONMENTAL MATTERS,Judgement Issued,BIZ,BIZ,BIZ,BIZ
9,81,3,2105486,1,2021-07-07,2021-07-01,federal question,893,33,1365,-8,-8,N,-8,0,NA,NA,88888,-8,-8,COLUMBIA RIVERKEEPER,"PORT OF VANCOUVER USA, ET AL",NA,-8,-8,-8,2023-11-14,2023-11-01,-8,NA,NA,4,5,0,0,1,05/02/2023,NA,NA,NA,-8,0,-8,L,2024,2023,2021,1,NA,NA,NA,9-81-2105486-2021-07-07-1,9-81-2105486,328186,448,0.137,296508,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),LOC,BIZ,NGO,LOC
