CIRCUIT,DISTRICT,OFFICE,DOCKET,ORIGIN,FILEDATE,FDATEUSE,JURIS,NOS,TITL,SECTION,SUBSECT,RESIDENC,JURY,CLASSACT,DEMANDED,FILEJUDG,FILEMAG,COUNTY,ARBIT,MDLDOCK,PLT,DEF,TRANSDAT,TRANSOFF,TRANSDOC,TRANSORG,TERMDATE,TDATEUSE,TRCLACT,TERMJUDG,TERMMAG,PROCPROG,DISP,NOJ,AMTREC,JUDGMENT,DJOINED,PRETRIAL,TRIBEGAN,TRIALEND,TRMARB,PROSE,IFP,STATUSCD,TAPEYEAR,yr_term,yr_file,new,CASENAME,MAGISINV,OTHERINV,fjc_ID,CDD_ID,cases_tot_yr,cases_tot_typ_yr,cases_pct_tot_yr,cases_tot_yr_term,NOS_t,DISP_t,DEF_typ_old,PLT_typ_old,PLT_typ,DEF_typ
9,7-,3,9100567,2,1991-11-21,1991-11-01,federal question,893,NA,-8,-8,-8,-8,-8,0,NA,NA,02020,-8,-8,NATL WILDLIFE FED,EXXON CORP,NA,-8,-8,-8,1993-01-21,1993-01-01,-8,NA,NA,3,14,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1993,1993,1991,1,NA,NA,NA,9-7--9100567-1991-11-21-1,9-7--9100567,217355,1083,0.498,229952,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),BIZ,NGO,NGO,BIZ
3,15,2,9001788,1,1990-10-29,1990-10-01,US govt plaintiff,893,NA,1319,-8,-8,-8,-8,0,NA,NA,42125,-8,-8,USA,WHEELING PGH STEEL CORPORATION,NA,-8,-8,-8,1992-11-09,1992-11-01,-8,NA,NA,3,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1993,1992,1990,1,NA,NA,NA,3-15-9001788-1990-10-29-1,3-15-9001788,207095,966,0.466,232868,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
0,90,1,9400843,1,1994-04-15,1994-04-01,US govt defendant,893,NA,0706,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,"BIODIVERSITY LEGAL, ET AL","BABBITT, ET AL",NA,-8,-8,-8,1994-07-06,1994-07-01,-8,NA,NA,1,12,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1994,1994,1994,1,NA,NA,NA,0-90-9400843-1994-04-15-1,0-90-9400843,234627,1144,0.488,226486,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,NGO,NGO,FED
2,09,1,9300420,1,1993-05-17,1993-05-01,federal question,893,NA,1319,-8,-8,-8,-8,0,NA,NA,36067,-8,-8,ATLANTIC STATES,"SHUR-LINE, INC.,",NA,-8,-8,-8,1994-03-09,1994-03-01,-8,NA,NA,5,13,-8,0,-8,NA,07/30/1993,NA,NA,-8,-8,NA,NA,1994,1994,1993,1,NA,NA,NA,2-09-9300420-1993-05-17-1,2-09-9300420,228054,1001,0.439,226486,ENVIRONMENTAL MATTERS,Settled,BIZ,STA,NGO,BIZ
2,09,6,9106031,1,1991-01-22,1991-01-01,federal question,893,NA,136,5,-8,-8,-8,4150,NA,NA,36121,-8,-8,CONCERNED AREA RESIDENTS,SOUTHVIEW FARMS,NA,-8,-8,-8,1993-10-19,1993-10-01,-8,NA,NA,9,9,2,4,1,NA,04/15/1993,04/26/1993,05/19/1993,-8,-8,NA,NA,1994,1993,1991,1,NA,NA,NA,2-09-9106031-1991-01-22-1,2-09-9106031,217355,1083,0.498,229952,ENVIRONMENTAL MATTERS,Judgement Issued,BIZ,BIZ,BIZ,BIZ
3,12,2,8901326,1,1989-03-29,1989-03-01,federal question,893,NA,-8,-8,-8,P,-8,0,NA,NA,34039,-8,-8,"HAYWARD INDUSTRIES, INC.,","COLE INDUSTRIES, INC.,",NA,-8,-8,-8,1994-08-30,1994-08-01,-8,NA,NA,5,13,-8,0,-8,10/04/1993,10/26/1993,NA,NA,-8,-8,NA,NA,1994,1994,1989,1,NA,NA,NA,3-12-8901326-1989-03-29-1,3-12-8901326,225307,1001,0.444,226486,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
4,20,2,8900455,1,1989-02-28,1989-02-01,federal question,893,NA,9601,-8,-8,-8,-8,0,NA,NA,45019,-8,-8,"BRASWELL SHIPYARDS, INCORPORAT","KOPPERS COMPANY, INCORPORATED",NA,-8,-8,1,1994-09-09,1994-09-01,-8,NA,NA,5,13,-8,0,-8,NA,05/16/1994,NA,NA,-8,-8,NA,NA,1994,1994,1989,1,NA,NA,NA,4-20-8900455-1989-02-28-1,4-20-8900455,225307,1001,0.444,226486,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
5,39,4,9300229,1,1993-04-02,1993-04-01,federal question,893,NA,9607,00,-8,P,-8,0,NA,NA,48113,-8,-8,GUARANTY FEDERAL BK,FISHBURN ORIENTAL DY,NA,-8,-8,-8,1994-06-02,1994-06-01,-8,NA,NA,10,14,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1994,1994,1993,1,NA,NA,NA,5-39-9300229-1993-04-02-1,5-39-9300229,228054,1001,0.439,226486,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),Unknown,BIZ,BIZ,BIZ
5,41,4,9100955,1,1991-04-10,1991-04-01,US govt plaintiff,893,NA,9607,-8,-8,-8,-8,0,NA,NA,48201,-8,-8,USA,LYNN,NA,-8,-8,-8,1993-10-13,1993-10-01,-8,NA,NA,10,14,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1994,1993,1991,1,NA,NA,NA,5-41-9100955-1991-04-10-1,5-41-9100955,217355,1083,0.498,229952,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),Unknown,FED,FED,IND
7,54,5,8905029,4,1994-06-16,1994-06-01,federal question,893,NA,6901,-8,-8,-8,-8,0,NA,NA,17119,-8,-8,SIDNEY S ARST CO,"UA, ET AL",NA,-8,-8,-8,1994-09-30,1994-09-01,-8,NA,NA,9,7,1,915,2,NA,NA,NA,02/14/1992,-8,-8,NA,NA,1994,1994,1994,1,NA,NA,NA,7-54-8905029-1994-06-16-1,7-54-8905029,234627,1144,0.488,226486,ENVIRONMENTAL MATTERS,Judgement Issued,Unknown,Unknown,BIZ,OTHER
8,65,4,8900361,1,1989-03-01,1989-03-01,US govt plaintiff,893,NA,6973,-8,-8,N,-8,0,NA,NA,29189,-8,-8,USA (SO. CROSS LUMBER),RUSSELL MARTIN BLISS,NA,-8,-8,-8,1993-12-06,1993-12-01,-8,NA,NA,2,5,2,9999,1,NA,NA,NA,NA,-8,-8,NA,NA,1994,1993,1989,1,NA,NA,NA,8-65-8900361-1989-03-01-1,8-65-8900361,225307,1001,0.444,229952,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),Unknown,FED,FED,BIZ
9,7-,1,9300010,1,1993-06-21,1993-06-01,US govt defendant,893,NA,-8,-8,-8,-8,-8,0,NA,NA,02220,-8,-8,ALASKA PULP CORP,"USA, SEC OF AGRI",NA,-8,-8,-8,1994-05-09,1994-05-01,-8,NA,NA,1,12,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1994,1994,1993,1,NA,NA,NA,9-7--9300010-1993-06-21-1,9-7--9300010,228054,1001,0.439,226486,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,BIZ,BIZ,FED
9,72,2,9300485,1,1993-03-23,1993-03-01,federal question,893,NA,9607,-8,-8,-8,-8,0,NA,NA,06059,-8,-8,GOLD RIVER BUS PARK,SERVPRO INDUSTRIES,NA,-8,-8,-8,1994-02-23,1994-02-01,-8,NA,NA,3,13,-8,0,-8,06/07/1993,NA,NA,NA,-8,-8,NA,NA,1994,1994,1993,1,NA,NA,NA,9-72-9300485-1993-03-23-1,9-72-9300485,228054,1001,0.439,226486,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,BIZ,BIZ
9,73,8,9400446,1,1994-05-10,1994-05-01,federal question,893,NA,6901,-8,-8,-8,-8,0,NA,NA,06075,-8,-8,CITIZENS BETTER,SHERWOOD SHUTTER COR,NA,-8,-8,-8,1994-07-02,1994-07-01,-8,NA,NA,2,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1994,1994,1994,1,NA,NA,NA,9-73-9400446-1994-05-10-1,9-73-9400446,234627,1144,0.488,226486,ENVIRONMENTAL MATTERS,Settled,BIZ,NGO,NGO,BIZ
9,81,3,9105143,4,1991-04-03,1991-04-01,federal question,893,NA,1365,00,-8,N,-8,0,NA,NA,53011,-8,-8,WASHPIRG,PENDLETON WOOLEN MIL,NA,-8,-8,-8,1994-09-02,1994-09-01,-8,NA,NA,3,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1994,1994,1991,1,NA,NA,NA,9-81-9105143-1991-04-03-2,9-81-9105143,217355,1083,0.498,226486,ENVIRONMENTAL MATTERS,Settled,Unknown,NGO,NGO,BIZ
9,81,3,9305356,2,1993-07-07,1993-07-01,US govt defendant,893,NA,1441,00,-8,-8,-8,0,NA,NA,53035,-8,-8,FORT WARD PARTNERS,USA,NA,-8,-8,-8,1993-12-15,1993-12-01,-8,NA,NA,4,6,0,0,2,NA,NA,NA,NA,-8,-8,NA,NA,1994,1993,1993,1,NA,NA,NA,9-81-9305356-1993-07-07-1,9-81-9305356,228054,1001,0.439,229952,ENVIRONMENTAL MATTERS,Judgement Issued,FED,BIZ,BIZ,FED
1,01,1,9510054,1,1995-01-10,1995-01-01,US govt plaintiff,893,NA,1365,-8,-8,-8,-8,0,NA,NA,25025,-8,-8,USA,"BORDEN, INC.",NA,-8,-8,-8,1995-03-24,1995-03-01,-8,NA,NA,1,5,0,0,3,NA,NA,NA,NA,-8,-8,NA,NA,1995,1995,1995,1,NA,NA,NA,1-01-9510054-1995-01-10-1,1-01-9510054,254507,1068,0.42,233482,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
1,02,1,9000231,4,1994-12-29,1994-12-01,federal question,893,NA,9607,-8,-8,-8,-8,0,NA,NA,33011,-8,-8,EASTERN MTN SPORTS,"NH BALL BEARINGS, ET AL",NA,-8,-8,-8,1995-01-30,1995-01-01,-8,NA,NA,5,5,0,0,3,NA,NA,NA,NA,-8,-8,NA,NA,1995,1995,1994,1,NA,NA,NA,1-02-9000231-1994-12-29-1,1-02-9000231,234627,1144,0.488,233482,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),Unknown,Unknown,BIZ,BIZ
4,20,2,9402764,1,1994-10-12,1994-10-01,US govt plaintiff,893,NA,1319,-8,-8,-8,-8,4,NA,NA,45035,-8,-8,USA,ALEXANDER,NA,-8,-8,-8,1994-10-25,1994-10-01,-8,NA,NA,2,5,1,4,1,NA,NA,NA,NA,-8,-8,NA,NA,1995,1994,1994,1,NA,NA,NA,4-20-9402764-1994-10-12-1,4-20-9402764,234627,1144,0.488,226486,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),Unknown,FED,FED,IND
6,47,1,9501073,1,1995-05-15,1995-05-01,US govt plaintiff,893,NA,7413,-8,-8,-8,-8,0,NA,NA,39035,-8,-8,USA,"KANTER, ET AL",NA,-8,-8,-8,1995-05-24,1995-05-01,-8,NA,NA,2,5,2,5,1,NA,NA,NA,NA,-8,-8,NA,NA,1995,1995,1995,1,NA,NA,NA,6-47-9501073-1995-05-15-1,6-47-9501073,254507,1068,0.42,233482,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),Unknown,FED,FED,IND
6,49,3,9300272,1,1993-05-10,1993-05-01,federal question,893,NA,6901,-8,-8,-8,-8,1000,NA,NA,47093,-8,-8,PLASTI-LINE INC,DART INDURS INC,NA,-8,-8,-8,1994-10-20,1994-10-01,-8,NA,NA,3,12,-8,0,-8,06/23/1993,NA,NA,NA,-8,-8,NA,NA,1995,1994,1993,1,NA,NA,NA,6-49-9300272-1993-05-10-1,6-49-9300272,228054,1001,0.439,226486,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,BIZ,BIZ,BIZ,BIZ
9,70,2,9402483,1,1994-12-09,1994-12-01,federal question,893,NA,1986,-8,-8,-8,-8,0,NA,NA,04019,-8,-8,DON'T WASTE ARIZONA,ABS METALLURGICAL,NA,-8,-8,-8,1994-12-14,1994-12-01,-8,NA,NA,12,5,2,15,1,NA,NA,NA,NA,-8,-8,NA,NA,1995,1994,1994,1,NA,NA,NA,9-70-9402483-1994-12-09-1,9-70-9402483,234627,1144,0.488,226486,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,BIZ,NGO,BIZ
9,71,3,9400563,1,1994-02-17,1994-02-01,US govt defendant,893,NA,1365,-8,-8,-8,-8,0,NA,NA,06075,-8,-8,CALIFORNIA TROUT,US FOREST SERVICE,NA,-8,-8,-8,1994-11-09,1994-11-01,-8,NA,NA,3,13,-8,0,-8,04/18/1994,NA,NA,NA,-8,-8,NA,NA,1995,1994,1994,1,NA,NA,NA,9-71-9400563-1994-02-17-1,9-71-9400563,234627,1144,0.488,226486,ENVIRONMENTAL MATTERS,Settled,FED,Unknown,NGO,FED
9,72,1,9305374,5,1993-06-10,1993-06-01,federal question,893,NA,4332,-8,-8,-8,-8,0,NA,NA,06107,-8,-8,"TULARE COUNTY AUDUB, ET AL","ESPY, ET AL",NA,-8,-8,-8,1995-06-23,1995-06-01,-8,NA,NA,10,14,-8,0,-8,06/29/1993,NA,NA,NA,-8,-8,NA,NA,1995,1995,1993,1,NA,NA,NA,9-72-9305374-1993-06-10-1,9-72-9305374,228054,1001,0.439,233482,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),FED,LOC,NGO,FED
9,80,2,9100154,1,1991-04-16,1991-04-01,US govt defendant,893,NA,2674,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,IOTECH INC,UNITED STATES OF AME,NA,-8,-8,-8,1995-04-24,1995-04-01,-8,NA,NA,2,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1995,1995,1991,1,NA,NA,NA,9-80-9100154-1991-04-16-1,9-80-9100154,217355,1083,0.498,233482,ENVIRONMENTAL MATTERS,Settled,FED,BIZ,BIZ,FED
10,82,1,9402081,1,1994-09-08,1994-09-01,federal question,893,NA,1365,-8,-8,-8,-8,0,NA,NA,08013,-8,-8,C&M CONCRETE CO INC,AMERICAN PRIDE CO-OP,NA,-8,-8,-8,1995-02-03,1995-02-01,-8,NA,NA,4,13,-8,0,-8,12/30/1994,NA,NA,NA,-8,-8,NA,NA,1995,1995,1994,1,NA,NA,NA,10-82-9402081-1994-09-08-1,10-82-9402081,234627,1144,0.488,233482,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
5,3L,2,8900807,-8,1995-10-24,1995-10-01,US govt plaintiff,893,NA,1331,-8,-8,-8,-8,0,NA,NA,22051,-8,-8,"U S. A, ET AL","CHERAMIE, ET AL",NA,-8,-8,-8,1996-05-31,1996-05-01,-8,NA,NA,4,13,-8,0,-8,05/19/1989,NA,NA,NA,-8,2,NA,NA,1996,1996,1995,1,NA,NA,NA,5-3L-8900807-1995-10-24-1,5-3L-8900807,254507,1068,0.42,253277,ENVIRONMENTAL MATTERS,Settled,Unknown,FED,FED,IND
5,39,4,9600226,1,1996-03-25,1996-03-01,US govt plaintiff,893,NA,6901,-8,-8,-8,-8,0,NA,NA,48113,-8,-8,"USA, ET AL","MOTOROLA, INC, ET AL",NA,3,9600844,1,1996-07-12,1996-07-01,-8,NA,NA,12,5,1,2460,1,NA,NA,NA,NA,-8,0,NA,NA,1996,1996,1996,1,NA,NA,NA,5-39-9600226-1996-03-25-1,5-39-9600226,261357,1096,0.419,253277,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
9,70,2,9401642,3,1994-08-10,1994-08-01,US govt defendant,893,NA,4332,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,"FOREST CONSERVATION, ET AL",US FOREST SERVICE,NA,-8,-8,-8,1995-12-28,1995-12-01,-8,NA,NA,4,12,-8,0,-8,NA,NA,NA,NA,-8,0,NA,NA,1996,1995,1994,1,NA,NA,NA,9-70-9401642-1994-08-10-2,9-70-9401642,234627,1144,0.488,233482,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,BIZ,NGO,FED
9,70,2,9502469,1,1995-11-13,1995-11-01,federal question,893,NA,1365,-8,-8,-8,-8,0,NA,NA,04013,-8,-8,DON'T WASTE ARIZONA,PHX HEAT TREATING,NA,-8,-8,-8,1996-03-18,1996-03-01,-8,NA,NA,2,5,0,0,1,NA,NA,NA,NA,-8,0,NA,NA,1996,1996,1995,1,NA,NA,NA,9-70-9502469-1995-11-13-1,9-70-9502469,254507,1068,0.42,253277,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),Unknown,BIZ,NGO,BIZ
9,73,2,9602205,1,1996-03-28,1996-03-01,US govt plaintiff,893,NA,1365,-8,-8,-8,-8,25,NA,NA,06037,-8,-8,"USA, ET AL",HAWKER PACIFIC INC,NA,-8,-8,-8,1996-04-02,1996-04-01,-8,NA,NA,2,5,2,60,1,NA,NA,NA,NA,-8,0,NA,NA,1996,1996,1996,1,NA,NA,NA,9-73-9602205-1996-03-28-1,9-73-9602205,261357,1096,0.419,253277,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
11,29,3,9230393,1,1992-10-16,1992-10-01,federal question,893,NA,9607,-8,-8,-8,-8,0,NA,NA,12033,-8,-8,REICHHOLD CHEMICALS,"TEXTRON INC, ET AL",NA,-8,-8,-8,1996-09-19,1996-09-01,-8,NA,NA,10,13,-8,0,-8,NA,NA,NA,NA,-8,0,NA,NA,1996,1996,1992,1,NA,NA,NA,11-29-9230393-1992-10-16-1,11-29-9230393,227936,1262,0.554,253277,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
11,29,5,9450028,1,1994-01-27,1994-01-01,US govt plaintiff,893,NA,1319,-8,-8,-8,-8,0,NA,NA,12005,-8,-8,UNITED STATES,"CITY OF LYNN HAVEN, ET AL",NA,-8,-8,-8,1996-08-14,1996-08-01,-8,NA,NA,2,13,-8,0,-8,NA,NA,NA,NA,-8,0,NA,NA,1996,1996,1994,1,NA,NA,NA,11-29-9450028-1994-01-27-1,11-29-9450028,234627,1144,0.488,253277,ENVIRONMENTAL MATTERS,Settled,LOC,FED,FED,LOC
9,7-,3,9500068,1,1995-02-27,1995-02-01,federal question,893,NA,-8,-8,-8,-8,-8,0,NA,NA,02020,-8,-8,GREENPEACE,SHELL WESTERN,NA,-8,-8,-8,1995-11-06,1995-11-01,-8,NA,NA,2,17,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1996,1995,1995,1,NA,NA,NA,9-7--9500068-1995-02-27-1,9-7--9500068,254507,1068,0.42,233482,ENVIRONMENTAL MATTERS,Judgement Issued,Unknown,NGO,NGO,BIZ
4,16,1,9302859,1,1993-09-30,1993-09-01,US govt plaintiff,893,NA,9607,-8,-8,-8,-8,0,NA,NA,24510,-8,-8,USA,"DWC TRUST HOLDING, ET AL",NA,-8,-8,-8,1997-09-23,1997-09-01,-8,NA,NA,5,6,0,0,2,02/14/1994,03/22/1995,NA,NA,-8,0,NA,NA,1997,1997,1993,1,NA,NA,NA,4-16-9302859-1993-09-30-1,4-16-9302859,228054,1001,0.439,248214,ENVIRONMENTAL MATTERS,Judgement Issued,Unknown,FED,FED,BIZ
5,42,7,9600019,1,1996-02-13,1996-02-01,US govt defendant,893,NA,1365,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,SIERRA CLUB,"BABBITT, ET AL",NA,-8,-8,-8,1997-04-04,1997-04-01,-8,NA,NA,4,6,6,0,3,05/20/1996,NA,NA,NA,-8,0,NA,NA,1997,1997,1996,1,NA,NA,NA,5-42-9600019-1996-02-13-1,5-42-9600019,261357,1096,0.419,248214,ENVIRONMENTAL MATTERS,Judgement Issued,FED,NGO,NGO,FED
7,52,1,9607271,1,1996-11-06,1996-11-01,federal question,893,NA,4321,-8,-8,-8,-8,0,NA,NA,17031,-8,-8,CITIZENS BETTER ENV,CHIAPPETTI WHOLESALE,NA,-8,-8,-8,1996-11-13,1996-11-01,-8,NA,NA,2,5,0,0,3,NA,NA,NA,NA,-8,0,NA,NA,1997,1996,1996,1,NA,NA,NA,7-52-9607271-1996-11-06-1,7-52-9607271,261357,1096,0.419,253277,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),Unknown,NGO,NGO,BIZ
9,71,3,9604071,1,1996-11-12,1996-11-01,US govt defendant,893,NA,1365,-8,-8,-8,-8,0,NA,NA,06075,-8,-8,PRESIDIO GOLF CLUB,NATIONAL PARK SERVICE,NA,-8,-8,-8,1997-07-31,1997-07-01,-8,NA,NA,4,6,0,0,2,01/10/1997,NA,NA,NA,-8,0,NA,NA,1997,1997,1996,1,NA,NA,NA,9-71-9604071-1996-11-12-1,9-71-9604071,261357,1096,0.419,248214,ENVIRONMENTAL MATTERS,Judgement Issued,FED,Unknown,BIZ,FED
9,72,1,9605879,1,1996-07-23,1996-07-01,federal question,893,NA,1331,-8,-8,-8,-8,0,NA,NA,06019,-8,-8,ATCHISON TOPEKA,"HERCULES INC, ET AL",NA,-8,-8,-8,1997-05-23,1997-05-01,-8,NA,NA,2,14,-8,0,-8,NA,NA,NA,NA,-8,0,NA,NA,1997,1997,1996,1,NA,NA,NA,9-72-9605879-1996-07-23-1,9-72-9605879,261357,1096,0.419,248214,ENVIRONMENTAL MATTERS,Dismissed (want of pros. or lack of juris.),BIZ,Unknown,BIZ,BIZ
9,73,2,9700361,1,1997-01-17,1997-01-01,US govt plaintiff,893,NA,1365,-8,-8,-8,-8,25,NA,NA,06037,-8,-8,"USA, ET AL",ARCO PIPE LINE CO,NA,-8,-8,-8,1997-03-18,1997-03-01,-8,NA,NA,2,5,1,8,1,NA,NA,NA,NA,-8,0,NA,NA,1997,1997,1997,1,NA,NA,NA,9-73-9700361-1997-01-17-1,9-73-9700361,273848,933,0.341,248214,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),BIZ,FED,FED,BIZ
9,79,6,9406403,1,1994-10-06,1994-10-01,US govt defendant,893,NA,1538,-8,-8,-8,-8,0,NA,NA,41015,-8,-8,"CLR TIMBER HOLDINGS, ET AL","BABBITT, ET AL",NA,-8,-8,-8,1996-10-18,1996-10-01,-8,NA,NA,4,12,-8,0,-8,11/06/1995,NA,NA,NA,-8,0,NA,NA,1997,1996,1994,1,NA,NA,NA,9-79-9406403-1994-10-06-1,9-79-9406403,234627,1144,0.488,253277,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,FED,Unknown,BIZ,FED
11,29,3,8830365,1,1988-10-28,1988-10-01,federal question,893,NA,4332,-8,-8,-8,-8,750,NA,NA,12033,-8,-8,"WAYNE-DALTON CORP, ET AL","CELOTEX CORPORATION, ET AL",NA,-8,-8,-8,1996-10-08,1996-10-01,-8,NA,NA,10,13,-8,0,-8,NA,NA,NA,NA,-8,0,NA,NA,1997,1996,1988,1,NA,NA,NA,11-29-8830365-1988-10-28-1,11-29-8830365,236046,868,0.368,253277,ENVIRONMENTAL MATTERS,Settled,BIZ,BIZ,BIZ,BIZ
0,90,1,9600436,1,1996-03-07,1996-03-01,federal question,893,NA,7604,-8,-8,-8,-8,0,NA,NA,88888,-8,-8,SIERRA CLUB,BROWNER,NA,-8,-8,-8,1998-05-07,1998-05-01,-8,NA,NA,2,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1998,1998,1996,1,NA,NA,NA,0-90-9600436-1996-03-07-1,0-90-9600436,261357,1096,0.419,270331,ENVIRONMENTAL MATTERS,Settled,FED,NGO,NGO,FED
1,01,1,9711601,1,1997-07-18,1997-07-01,federal question,893,NA,1332,-8,-8,-8,-8,75,NA,NA,88888,-8,-8,"WILLIAM ZINSSER & CO, ET AL","MOG ACQUISITION CORP, ET AL",NA,-8,-8,-8,1998-04-09,1998-04-01,-8,NA,NA,1,12,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1998,1998,1997,1,NA,NA,NA,1-01-9711601-1997-07-18-1,1-01-9711601,273848,933,0.341,270331,ENVIRONMENTAL MATTERS,Dismissed Voluntarily,BIZ,BIZ,BIZ,BIZ
2,06,3,9701800,1,1997-12-10,1997-12-01,US govt plaintiff,893,NA,9607,-8,-8,-8,-8,0,NA,NA,36025,-8,-8,USA,"BARTLETT, ET AL",NA,-8,-8,-8,1998-03-24,1998-03-01,-8,NA,NA,2,5,2,100,1,NA,NA,NA,NA,-8,-8,NA,NA,1998,1998,1997,1,NA,NA,NA,2-06-9701800-1997-12-10-1,2-06-9701800,273848,933,0.341,270331,ENVIRONMENTAL MATTERS,Settled (Consent Judgement),Unknown,FED,FED,IND
4,20,5,9800589,1,1998-03-02,1998-03-01,US govt plaintiff,893,NA,7604,-8,-8,-8,-8,0,NA,NA,45075,-8,-8,USA,ALBEMARLE CORP,NA,-8,-8,-8,1998-03-30,1998-03-01,-8,NA,NA,3,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1998,1998,1998,1,NA,NA,NA,4-20-9800589-1998-03-02-1,4-20-9800589,251904,1007,0.4,270331,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
4,22,2,9601161,1,1996-11-27,1996-11-01,US govt plaintiff,893,NA,9607,-8,-8,-8,-8,2,NA,NA,51710,-8,-8,UNITED STATES,"ST. JULIAN CORP., ET AL",NA,-8,-8,-8,1998-04-23,1998-04-01,-8,NA,NA,5,13,-8,0,-8,NA,NA,NA,NA,-8,-8,NA,NA,1998,1998,1996,1,NA,NA,NA,4-22-9601161-1996-11-27-1,4-22-9601161,261357,1096,0.419,270331,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
6,44,4,9800024,1,1998-02-11,1998-02-01,federal question,893,NA,4321,-8,-8,-8,-8,0,NA,NA,21225,-8,-8,LODESTAR ENERGY INC,"WHITE, ET AL",NA,-8,-8,-8,1998-09-08,1998-09-01,-8,NA,NA,10,13,-8,0,-8,07/02/1998,NA,NA,NA,-8,-8,NA,NA,1998,1998,1998,1,NA,NA,NA,6-44-9800024-1998-02-11-1,6-44-9800024,251904,1007,0.4,270331,ENVIRONMENTAL MATTERS,Settled,Unknown,BIZ,BIZ,IND
6,47,4,9501442,1,1995-06-29,1995-06-01,US govt plaintiff,893,NA,1319,-8,-8,-8,-8,0,NA,NA,39155,-8,-8,USA,"WCI STEEL, INC.",NA,-8,-8,-8,1998-03-27,1998-03-01,-8,NA,NA,5,13,-8,0,-8,NA,03/26/1998,NA,NA,-8,-8,NA,NA,1998,1998,1995,1,NA,NA,NA,6-47-9501442-1995-06-29-1,6-47-9501442,254507,1068,0.42,270331,ENVIRONMENTAL MATTERS,Settled,BIZ,FED,FED,BIZ
7,55,1,9500231,1,1995-07-19,1995-07-01,federal question,893,NA,9607,-8,-8,-8,-8,0,NA,NA,18053,-8,-8,"ACTIVE PROD CORP, ET AL","A.H. CHOITZ & CO., ET AL",NA,-8,-8,-8,1998-08-14,1998-08-01,-8,NA,NA,5,18,0,0,-8,02/04/1997,03/12/1997,NA,NA,-8,-8,NA,NA,1998,1998,1995,1,NA,NA,NA,7-55-9500231-1995-07-19-1,7-55-9500231,254507,1068,0.42,270331,ENVIRONMENTAL MATTERS,Unknown,BIZ,BIZ,BIZ,BIZ
