Task,Task_Number,Task_Type,Answer_Out,Solution,Correct,Time,TimeOut,Correct_Only_Time,SubjectID,TaskBase,min,max,Normalized_Time,Time_Score
Task12CM,12,CM,TRUE,TRUE,True,42.177,False,42.177,dfab1ede-3be6-4858-8d67-0003b2a071a8,Task12,21.291,151.005,0.16101577316249596,0.8389842268375041
Task12CM,12,CM,TRUE,TRUE,True,52.779,False,52.779,9a43cae5-66ad-46b5-8c39-8a42777c4ac7,Task12,21.291,151.005,0.24274943336879598,0.757250566631204
Task12CM,12,CM,TRUE,TRUE,True,64.562,False,64.562,66310afd-d49f-428c-88c0-3f9ff2788f4d,Task12,21.291,151.005,0.33358773918004225,0.6664122608199577
Task12CP,12,CP,TRUE,TRUE,True,151.005,False,151.005,615db7bf-3727-4ad8-a57f-4b18d9d94739,Task12,21.291,151.005,1.0,0.0
Task12CP,12,CP,TRUE,TRUE,True,31.185,False,31.185,f9ec2bc7-062a-49b5-9a15-8a0d6b5e18de,Task12,21.291,151.005,0.07627549840418149,0.9237245015958185
Task12CP,12,CP,TRUE,TRUE,True,93.165,False,93.165,dac593bd-1be4-425d-b1c9-3706b5a3f56f,Task12,21.291,151.005,0.5540959341320136,0.44590406586798637
Task12CP,12,CP,TRUE,TRUE,True,108.964,False,108.964,b1c5e27d-dd98-491a-9641-eba35a06c659,Task12,21.291,151.005,0.6758946605609264,0.3241053394390736
Task12CP,12,CP,TRUE,TRUE,True,113.001,False,113.001,967a04d0-ff4d-43e7-b0df-c8a8ac083141,Task12,21.291,151.005,0.7070169758083168,0.2929830241916832
Task12CP,12,CP,TRUE,TRUE,True,61.17,False,61.17,66b337a9-fadd-45fe-ad28-c77543f6630f,Task12,21.291,151.005,0.3074379018455988,0.6925620981544012
Task12CP,12,CP,TRUE,TRUE,True,21.291,False,21.291,45c939e2-e7fc-4728-b3e9-b2ed5380a6cd,Task12,21.291,151.005,0.0,1.0
Task12CP,12,CP,TRUE,TRUE,True,37.287,False,37.287,ba88bf04-ee4f-4e6f-8e5a-3c5e62ff5657,Task12,21.291,151.005,0.12331745224108422,0.8766825477589157
Task12CP,12,CP,TRUE,TRUE,True,58.298,False,58.298,782b7c64-dfa7-4184-8205-a06d6c33efde,Task12,21.291,151.005,0.2852968839138413,0.7147031160861588
Task12CP,12,CP,TRUE,TRUE,True,21.336,False,21.336,4d750b0b-717b-4190-a74f-e8c6189a082f,Task12,21.291,151.005,0.00034691706369395866,0.9996530829363061
